"country";"indicator";"year";"value"
"KAZ";38506;2013;36,4
"KEN";38506;2013;47
"KGZ";38506;2013;37,9
"KHM";38506;2013;45,1
"LAO";38506;2013;50,5
"LBR";38506;2013;56,1
"LSO";38506;2013;45,9
"MDA";38506;2013;38,8
"MDG";38506;2013;54,6
"MDV";38506;2013;37,5
"MEX";38506;2013;39,9
"MKD";38506;2013;38,4
"MLI";38506;2013;62,4
"MNE";38506;2013;40,1
"MNG";38506;2013;42
"MOZ";38506;2013;55,6
"MRT";38506;2013;54,9
"MWI";38506;2013;49,8
"NAM";38506;2013;47,5
"NER";38506;2013;65
"NGA";38506;2013;55,2
"NIC";38506;2013;45,6
"NPL";38506;2013;47,4
"PAK";38506;2013;52
"PER";38506;2013;41,4
"PHL";38506;2013;51,9
"RWA";38506;2013;49,7
"SEN";38506;2013;56,2
"SLE";38506;2013;55,8
"SOM";38506;2013;61,1
"SRB";38506;2013;39,9
"STP";38506;2013;45,5
"SUR";38506;2013;43,1
"SWZ";38506;2013;43,5
"SYR";38506;2013;38
"TGO";38506;2013;51,2
"THA";38506;2013;38,8
"TJK";38506;2013;39
"TLS";38506;2013;50,1
"TTO";38506;2013;38
"TUN";38506;2013;39,3
"TZA";38506;2013;50,4
"UGA";38506;2013;51,1
"UKR";38506;2013;34,3
"UZB";38506;2013;36,6
"VNM";38506;2013;40,7
"VUT";38506;2013;43,1
"YEM";38506;2013;50,9
"ZAF";38506;2013;39,6
"ZMB";38506;2013;50,7
"ZWE";38506;2013;44,1
"AFG";38606;2013;58,8
"ALB";38606;2013;1,2
"ARG";38606;2013;3,7
"ARM";38606;2013;0,6
"AZE";38606;2013;2,4
"BDI";38606;2013;81,8
"BEN";38606;2013;69,8
"BFA";38606;2013;82,8
"BGD";38606;2013;49,5
"BIH";38606;2013;1,7
"BLR";38606;2013;0,4
"BLZ";38606;2013;7,4
"BOL";38606;2013;20,6
"BRA";38606;2013;3,1
"BTN";38606;2013;29,4
"CAF";38606;2013;76,3
"CHN";38606;2013;6
"CIV";38606;2013;2
"CMR";38606;2013;48,2
"COD";38606;2013;74,4
"COG";38606;2013;43
"COL";38606;2013;7,6
"DJI";38606;2013;26,9
"DOM";38606;2013;6,2
"EGY";38606;2013;8,9
"ETH";38606;2013;88,2
"GAB";38606;2013;16,7
"GEO";38606;2013;2,2
"GHA";38606;2013;30,5
"GIN";38606;2013;86,5
"GMB";38606;2013;60,8
"GNB";38606;2013;80,4
"GUY";38606;2013;7,8
"HND";38606;2013;20,7
"HTI";38606;2013;50,2
"IDN";38606;2013;5,9
"IND";38606;2013;55,3
"IRQ";38606;2013;13,3
"JOR";38606;2013;1
"KAZ";38606;2013;1,1
"KEN";38606;2013;48,2
"KGZ";38606;2013;3,4
"KHM";38606;2013;46,8
"LAO";38606;2013;36,8
"LBR";38606;2013;81,9
"LSO";38606;2013;49,5
"MDA";38606;2013;1,3
"MDG";38606;2013;77
"MDV";38606;2013;2
"MEX";38606;2013;6
"MKD";38606;2013;1,7
"MLI";38606;2013;85,6
"MNE";38606;2013;3
"MNG";38606;2013;18,3
"MOZ";38606;2013;70,2
"MRT";38606;2013;66
"MWI";38606;2013;66,7
"NAM";38606;2013;42,1
"NER";38606;2013;89,8
"NGA";38606;2013;43,3
"NIC";38606;2013;19,4
"NPL";38606;2013;41,4
"PAK";38606;2013;45,6
"PER";38606;2013;10,4
"PHL";38606;2013;7,3
"RWA";38606;2013;70,8
"SEN";38606;2013;69,4
"SLE";38606;2013;72,7
"SOM";38606;2013;81,8
"SRB";38606;2013;0,3
"STP";38606;2013;47,5
"SUR";38606;2013;7,6
"SWZ";38606;2013;25,9
"SYR";38606;2013;6,4
"TGO";38606;2013;50,9
"THA";38606;2013;1
"TJK";38606;2013;7,9
"TLS";38606;2013;64,3
"TTO";38606;2013;1,7
"TUN";38606;2013;1,5
"TZA";38606;2013;66,4
"UGA";38606;2013;70,3
"UKR";38606;2013;0,6
"UZB";38606;2013;3,5
"VNM";38606;2013;6,4
"VUT";38606;2013;31,2
"YEM";38606;2013;37,5
"ZAF";38606;2013;10,3
"ZMB";38606;2013;62,8
"ZWE";38606;2013;41
"AGO";38906;2000;54,3
"AGO";38906;2009;43,4
"ALB";38906;2005;0,9
"ARG";38906;1995;3,9
"ARG";38906;2000;5,1
"ARG";38906;2005;4,6
"ARG";38906;2006;3,7
"ARG";38906;2007;2,7
"ARG";38906;2009;2
"ARG";38906;2010;0,9
"ARM";38906;2005;4
"ARM";38906;2006;3
"ARM";38906;2007;3,5
"ARM";38906;2010;2,5
"AZE";38906;1995;16,3
"BDI";38906;2006;81,3
"BFA";38906;2009;44,6
"BGD";38906;2000;58,6
"BGD";38906;2005;50,5
"BGD";38906;2010;43,3
"BGR";38906;1995;2
"BLR";38906;1995;0,4
"BLR";38906;2000;0,3
"BLR";38906;2005;0,2
"BLR";38906;2006;0,1
"BLR";38906;2007;0,1
"BLR";38906;2009;0,2
"BLR";38906;2010;0,1
"BLR";38906;2011;0,1
"BLZ";38906;1995;14
"BOL";38906;2000;26,9
"BOL";38906;2005;18,2
"BOL";38906;2006;16,2
"BOL";38906;2007;13,1
"BRA";38906;1985;13,5
"BRA";38906;1990;17,2
"BRA";38906;1995;11,3
"BRA";38906;2005;8,5
"BRA";38906;2006;7,6
"BRA";38906;2007;7,1
"BRA";38906;2009;6,1
"BTN";38906;2007;10,2
"CHL";38906;1990;5,1
"CHL";38906;2000;2,3
"CHL";38906;2006;1,1
"CHL";38906;2009;1,4
"CHN";38906;1990;60,2
"CHN";38906;1995;54,1
"CHN";38906;2005;16,3
"CHN";38906;2009;11,8
"CIV";38906;2007;0,4
"CMR";38906;2007;9,6
"COD";38906;2006;87,7
"COG";38906;2005;54,1
"COL";38906;1980;15,5
"COL";38906;2000;17,9
"COL";38906;2005;12,7
"COL";38906;2006;11
"COL";38906;2007;8,8
"COL";38906;2009;9,7
"COL";38906;2010;8,2
"CRI";38906;1990;8,5
"CRI";38906;1995;6
"CRI";38906;2000;5,5
"CRI";38906;2005;3,9
"CRI";38906;2006;4
"CRI";38906;2007;2,2
"CRI";38906;2009;3,1
"DOM";38906;2000;5,2
"DOM";38906;2005;6,1
"DOM";38906;2006;4,2
"DOM";38906;2007;3,8
"DOM";38906;2009;3
"DOM";38906;2010;2,2
"DZA";38906;1995;6,8
"ECU";38906;1995;10
"ECU";38906;2000;20,7
"ECU";38906;2005;9,1
"ECU";38906;2006;6,1
"ECU";38906;2007;7,2
"ECU";38906;2009;6,4
"ECU";38906;2010;4,6
"EGY";38906;2000;1,8
"EGY";38906;2005;2
"EST";38906;1995;0,3
"EST";38906;2000;0,6
"ETH";38906;1995;60,5
"ETH";38906;2000;55,6
"ETH";38906;2005;39
"ETH";38906;2011;30,7
"FJI";38906;2009;5,9
"FSM";38906;2000;31,2
"GAB";38906;2005;4,8
"GEO";38906;2000;19,3
"GEO";38906;2005;16
"GEO";38906;2006;15,6
"GEO";38906;2007;15,2
"GEO";38906;2009;15,2
"GEO";38906;2010;18
"GHA";38906;2006;28,6
"GIN";38906;2007;43,3
"GTM";38906;2000;11,9
"GTM";38906;2006;13,5
"HND";38906;1990;46,9
"HND";38906;1995;27,3
"HND";38906;2005;26,4
"HND";38906;2006;22,9
"HND";38906;2007;16,3
"HND";38906;2009;17,9
"HRV";38906;2000;0,1
"HUN";38906;2000;0,2
"HUN";38906;2007;0,2
"IDN";38906;1990;54,3
"IDN";38906;2005;21,4
"IDN";38906;2006;28,6
"IDN";38906;2007;24,2
"IDN";38906;2009;20,4
"IDN";38906;2010;18,1
"IDN";38906;2011;16,2
"IND";38906;2005;41,6
"IND";38906;2010;32,7
"IRN";38906;1990;3,9
"IRN";38906;2005;1,5
"IRQ";38906;2007;2,8
"JAM";38906;1990;1,3
"JOR";38906;2006;0,4
"JOR";38906;2010;0,1
"KAZ";38906;2006;0,4
"KAZ";38906;2007;0,2
"KAZ";38906;2009;0,1
"KEN";38906;2005;43,4
"KGZ";38906;2005;22,9
"KGZ";38906;2006;5,9
"KGZ";38906;2007;1,9
"KGZ";38906;2009;6,2
"KGZ";38906;2010;6,7
"KGZ";38906;2011;5
"KHM";38906;2007;32,2
"KHM";38906;2009;18,6
"LBR";38906;2007;83,8
"LCA";38906;1995;20,9
"LKA";38906;1985;20
"LKA";38906;2007;7
"LKA";38906;2010;4,1
"LTU";38906;2000;0,3
"LVA";38906;2007;0,2
"LVA";38906;2009;0,2
"MAR";38906;1985;10,3
"MAR";38906;2007;2,5
"MDA";38906;2005;12,5
"MDA";38906;2006;2
"MDA";38906;2007;0,9
"MDA";38906;2009;0,4
"MDA";38906;2010;0,4
"MDG";38906;1980;85,9
"MDG";38906;2005;67,8
"MDG";38906;2010;81,3
"MEX";38906;2000;5,5
"MEX";38906;2005;5,1
"MEX";38906;2006;0,7
"MEX";38906;2010;0,7
"MKD";38906;2000;4,3
"MKD";38906;2005;0,3
"MKD";38906;2006;0,9
"MKD";38906;2010;0,6
"MLI";38906;2006;51,4
"MLI";38906;2010;50,4
"MNE";38906;2005;0,1
"MNE";38906;2006;0,1
"MNE";38906;2007;0,2
"MRT";38906;2000;21,2
"MWI";38906;2010;61,6
"MYS";38906;1995;2,1
"NER";38906;2005;65,9
"NGA";38906;2010;68
"NIC";38906;2005;11,9
"NPL";38906;1985;78,2
"NPL";38906;2010;24,8
"PAK";38906;2005;22,6
"PAK";38906;2006;22,6
"PAN";38906;1995;15,7
"PAN";38906;2005;9,5
"PAN";38906;2006;10,2
"PAN";38906;2009;5,9
"PAN";38906;2010;6,6
"PER";38906;2000;12,4
"PER";38906;2005;8,6
"PER";38906;2006;7,2
"PER";38906;2007;7,9
"PER";38906;2009;5,5
"PER";38906;2010;4,9
"PHL";38906;1985;34,9
"PHL";38906;2000;22,5
"PHL";38906;2006;22,6
"PHL";38906;2009;18,4
"POL";38906;1985;0,1
"POL";38906;2000;0,1
"POL";38906;2005;0,1
"POL";38906;2006;0,1
"POL";38906;2007;0,1
"POL";38906;2009;0,1
"POL";38906;2010;0,1
"POL";38906;2011;0,1
"PRY";38906;1990;1
"PRY";38906;1995;11,5
"PRY";38906;2005;7,2
"PRY";38906;2006;10,9
"PRY";38906;2007;8,8
"PRY";38906;2009;7,6
"PRY";38906;2010;7,2
"ROU";38906;2000;3,7
"ROU";38906;2005;1,2
"ROU";38906;2006;1
"ROU";38906;2007;0,8
"ROU";38906;2009;0,4
"ROU";38906;2010;0,5
"ROU";38906;2011;0,4
"RUS";38906;2005;0,2
"RUS";38906;2006;0,1
"RWA";38906;1985;63,3
"RWA";38906;2000;74,6
"RWA";38906;2006;72,1
"RWA";38906;2011;63,2
"SDN";38906;2009;19,8
"SEN";38906;2005;33,5
"SEN";38906;2011;29,6
"SLE";38906;1990;62,8
"SLE";38906;2011;51,7
"SLV";38906;1995;10
"SLV";38906;2005;11,6
"SLV";38906;2006;5,3
"SLV";38906;2007;6,6
"SLV";38906;2009;9
"SRB";38906;2006;0,3
"SRB";38906;2007;0,2
"SRB";38906;2009;0,3
"SRB";38906;2010;0,2
"SVK";38906;2005;0,2
"SVK";38906;2006;0,1
"SVK";38906;2007;0,1
"SVK";38906;2009;0,1
"SWZ";38906;1995;78,6
"SWZ";38906;2010;40,6
"SYC";38906;2007;0,3
"TGO";38906;2006;38,7
"TGO";38906;2011;28,2
"THA";38906;1990;11,6
"THA";38906;2000;3
"THA";38906;2006;1
"THA";38906;2009;0,4
"THA";38906;2010;0,4
"TJK";38906;2007;14,7
"TJK";38906;2009;6,6
"TUN";38906;1985;8,7
"TUN";38906;1990;5,9
"TUN";38906;1995;6,5
"TUN";38906;2000;2,6
"TUN";38906;2005;1,4
"TUN";38906;2010;1,1
"TUR";38906;2005;2
"TUR";38906;2006;1,5
"TUR";38906;2007;1,1
"TUR";38906;2009;0,6
"TUR";38906;2010;1,3
"TZA";38906;2000;84,6
"TZA";38906;2007;67,9
"UGA";38906;2006;51,5
"UGA";38906;2009;38
"UKR";38906;1995;2
"UKR";38906;2005;0,1
"UKR";38906;2006;0,1
"UKR";38906;2007;0,1
"UKR";38906;2009;0,1
"URY";38906;1995;0,6
"URY";38906;2000;0,5
"URY";38906;2005;1,4
"URY";38906;2006;0,7
"URY";38906;2007;0,5
"URY";38906;2009;0,3
"URY";38906;2010;0,2
"VEN";38906;1995;9,6
"VEN";38906;2005;13,4
"VEN";38906;2006;6,6
"VNM";38906;2006;21,4
"YEM";38906;2005;17,5
"ZAF";38906;1995;21,4
"ZAF";38906;2000;26,2
"ZAF";38906;2006;17,4
"ZAF";38906;2009;13,8
"ZMB";38906;2006;68,5
"ZMB";38906;2010;74,5
"AFG";43106;2000;52,8
"AFG";43106;2005;52,8
"AFG";43106;2006;53,1
"AFG";43106;2007;52,9
"AFG";43106;2009;52,9
"AFG";43106;2010;53,6
"AFG";43106;2011;53,8
"AFG";43106;2012;52,2
"AGO";43106;2000;76,7
"AGO";43106;2005;75,7
"AGO";43106;2006;75,2
"AGO";43106;2007;74,7
"AGO";43106;2009;74,7
"AGO";43106;2010;75,1
"AGO";43106;2011;75,2
"AGO";43106;2012;75,5
"ALB";43106;2000;57,4
"ALB";43106;2005;56
"ALB";43106;2006;56
"ALB";43106;2007;56,2
"ALB";43106;2009;56,8
"ALB";43106;2010;56,4
"ALB";43106;2011;56,3
"ALB";43106;2012;53,3
"ARE";43106;2000;82,3
"ARE";43106;2005;82,6
"ARE";43106;2006;83
"ARE";43106;2007;83,3
"ARE";43106;2009;83,6
"ARE";43106;2010;83,8
"ARE";43106;2011;83,5
"ARE";43106;2012;84,4
"ARG";43106;2000;54,6
"ARG";43106;2005;61,8
"ARG";43106;2006;62,1
"ARG";43106;2007;62,6
"ARG";43106;2009;62,3
"ARG";43106;2010;62,2
"ARG";43106;2011;62,5
"ARG";43106;2012;62,5
"ARM";43106;2000;46,4
"ARM";43106;2005;49,3
"ARM";43106;2006;51,6
"ARM";43106;2007;49,9
"ARM";43106;2009;49,5
"ARM";43106;2010;49,3
"ARM";43106;2011;49,1
"ARM";43106;2012;58,6
"AUS";43106;2000;58,8
"AUS";43106;2005;60,8
"AUS";43106;2006;61,4
"AUS";43106;2007;62,1
"AUS";43106;2009;62
"AUS";43106;2010;62,4
"AUS";43106;2011;62,6
"AUS";43106;2012;62,3
"AUT";43106;2000;56,6
"AUT";43106;2005;56,4
"AUT";43106;2006;57,3
"AUT";43106;2007;58,2
"AUT";43106;2009;58,5
"AUT";43106;2010;58,6
"AUT";43106;2011;58,8
"AUT";43106;2012;58,9
"AZE";43106;2000;67,3
"AZE";43106;2005;69,7
"AZE";43106;2006;70,1
"AZE";43106;2007;70,3
"AZE";43106;2009;71,2
"AZE";43106;2010;71,4
"AZE";43106;2011;71,5
"AZE";43106;2012;73
"BDI";43106;2000;88,1
"BDI";43106;2005;87,9
"BDI";43106;2006;87,8
"BDI";43106;2007;87,8
"BDI";43106;2009;87,7
"BDI";43106;2010;87,7
"BDI";43106;2011;87,7
"BDI";43106;2012;87,8
"BEL";43106;2000;51,9
"BEL";43106;2005;52,5
"BEL";43106;2006;52,4
"BEL";43106;2007;53,4
"BEL";43106;2009;53,2
"BEL";43106;2010;53,5
"BEL";43106;2011;53,1
"BEL";43106;2012;53
"BEN";43106;2000;78,1
"BEN";43106;2005;79,5
"BEN";43106;2006;79,7
"BEN";43106;2007;79,8
"BEN";43106;2009;80,2
"BEN";43106;2010;80,4
"BEN";43106;2011;80,6
"BEN";43106;2012;80,8
"BFA";43106;2000;85,4
"BFA";43106;2005;85,9
"BFA";43106;2006;86,2
"BFA";43106;2007;85,7
"BFA";43106;2009;85,8
"BFA";43106;2010;85,8
"BFA";43106;2011;85,9
"BFA";43106;2012;85,5
"BGD";43106;2000;74,1
"BGD";43106;2005;73,2
"BGD";43106;2006;73,7
"BGD";43106;2007;73,8
"BGD";43106;2009;73,6
"BGD";43106;2010;73,7
"BGD";43106;2011;73,8
"BGD";43106;2012;73,4
"BGR";43106;2000;46,1
"BGR";43106;2005;49,5
"BGR";43106;2006;51,9
"BGR";43106;2007;54,5
"BGR";43106;2009;55,1
"BGR";43106;2010;52,4
"BGR";43106;2011;51,2
"BGR";43106;2012;50,3
"BHR";43106;2000;70,3
"BHR";43106;2005;67,8
"BHR";43106;2006;68,8
"BHR";43106;2007;70
"BHR";43106;2009;71,9
"BHR";43106;2010;72,3
"BHR";43106;2011;72,4
"BHR";43106;2012;72,5
"BHS";43106;2000;71,8
"BHS";43106;2005;71,9
"BHS";43106;2006;74
"BHS";43106;2007;74,6
"BHS";43106;2009;71,1
"BHS";43106;2010;71,1
"BHS";43106;2011;71
"BHS";43106;2012;70,8
"BIH";43106;2000;37,9
"BIH";43106;2005;36,7
"BIH";43106;2006;33,7
"BIH";43106;2007;35,3
"BIH";43106;2009;38,3
"BIH";43106;2010;37,5
"BIH";43106;2011;37,2
"BIH";43106;2012;36,4
"BLR";43106;2000;56,9
"BLR";43106;2005;55,8
"BLR";43106;2006;55,4
"BLR";43106;2007;55
"BLR";43106;2009;54,2
"BLR";43106;2010;54,4
"BLR";43106;2011;54,5
"BLR";43106;2012;53,9
"BLZ";43106;2000;61,5
"BLZ";43106;2005;63,2
"BLZ";43106;2006;64,5
"BLZ";43106;2007;65,3
"BLZ";43106;2009;65,8
"BLZ";43106;2010;66,4
"BLZ";43106;2011;66,5
"BLZ";43106;2012;66,9
"BOL";43106;2000;75,4
"BOL";43106;2005;75,6
"BOL";43106;2006;75,9
"BOL";43106;2007;76,3
"BOL";43106;2009;78,1
"BOL";43106;2010;78,5
"BOL";43106;2011;78,7
"BOL";43106;2012;78,5
"BRA";43106;2000;65,6
"BRA";43106;2005;67,4
"BRA";43106;2006;67,7
"BRA";43106;2007;67,3
"BRA";43106;2009;67,6
"BRA";43106;2010;69
"BRA";43106;2011;69,1
"BRA";43106;2012;68,4
"BRB";43106;2000;66,5
"BRB";43106;2005;68,1
"BRB";43106;2006;68,4
"BRB";43106;2007;69,2
"BRB";43106;2009;67,8
"BRB";43106;2010;67,3
"BRB";43106;2011;66,9
"BRB";43106;2012;67,5
"BRN";43106;2000;72
"BRN";43106;2005;71,8
"BRN";43106;2006;71,5
"BRN";43106;2007;71,2
"BRN";43106;2009;70,6
"BRN";43106;2010;70,3
"BRN";43106;2011;69,9
"BRN";43106;2012;68,1
"BTN";43106;2000;76,2
"BTN";43106;2005;79,7
"BTN";43106;2006;80,4
"BTN";43106;2007;80,2
"BTN";43106;2009;79,9
"BTN";43106;2010;79,7
"BTN";43106;2011;80
"BTN";43106;2012;81
"BWA";43106;2000;69
"BWA";43106;2005;70,7
"BWA";43106;2006;73,6
"BWA";43106;2007;73,6
"BWA";43106;2009;73,9
"BWA";43106;2010;73,8
"BWA";43106;2011;73,8
"BWA";43106;2012;74,5
"CAF";43106;2000;80,9
"CAF";43106;2005;81,6
"CAF";43106;2006;81,6
"CAF";43106;2007;81,7
"CAF";43106;2009;82
"CAF";43106;2010;82,1
"CAF";43106;2011;82,1
"CAF";43106;2012;82,3
"CAN";43106;2000;61,8
"CAN";43106;2005;63,1
"CAN";43106;2006;63,2
"CAN";43106;2007;63,8
"CAN";43106;2009;62,4
"CAN";43106;2010;62,5
"CAN";43106;2011;62,7
"CAN";43106;2012;62,9
"CHE";43106;2000;65,7
"CHE";43106;2005;64,7
"CHE";43106;2006;64,9
"CHE";43106;2007;65,7
"CHE";43106;2009;66,2
"CHE";43106;2010;65,3
"CHE";43106;2011;65,6
"CHE";43106;2012;65,9
"CHL";43106;2000;56,4
"CHL";43106;2005;58,3
"CHL";43106;2006;59
"CHL";43106;2007;59,9
"CHL";43106;2009;59,6
"CHL";43106;2010;62,3
"CHL";43106;2011;64,2
"CHL";43106;2012;64,8
"CHN";43106;2000;76,8
"CHN";43106;2005;76,1
"CHN";43106;2006;76,1
"CHN";43106;2007;76
"CHN";43106;2009;75
"CHN";43106;2010;74,9
"CHN";43106;2011;74,6
"CHN";43106;2012;72,2
"CIV";43106;2000;40,6
"CIV";43106;2005;38,5
"CIV";43106;2006;39,9
"CIV";43106;2007;41,8
"CIV";43106;2009;39,9
"CIV";43106;2010;40,1
"CIV";43106;2011;41,4
"CIV";43106;2012;40,3
"CMR";43106;2000;77,8
"CMR";43106;2005;79,5
"CMR";43106;2006;79,7
"CMR";43106;2007;79,7
"CMR";43106;2009;79,9
"CMR";43106;2010;80,6
"CMR";43106;2011;80,7
"CMR";43106;2012;80,5
"COD";43106;2000;81,3
"COD";43106;2005;81,6
"COD";43106;2006;81,6
"COD";43106;2007;81,7
"COD";43106;2009;81,8
"COD";43106;2010;82
"COD";43106;2011;82,1
"COD";43106;2012;82,2
"COG";43106;2000;76,1
"COG";43106;2005;77,4
"COG";43106;2006;77,6
"COG";43106;2007;77,6
"COG";43106;2009;78
"COG";43106;2010;78,1
"COG";43106;2011;78,2
"COG";43106;2012;78,6
"COL";43106;2000;62,6
"COL";43106;2005;65,8
"COL";43106;2006;64,4
"COL";43106;2007;64,6
"COL";43106;2009;67,1
"COL";43106;2010;67,6
"COL";43106;2011;68,3
"COL";43106;2012;68,2
"COM";43106;2000;59,7
"COM";43106;2005;60,8
"COM";43106;2006;61,1
"COM";43106;2007;61,3
"COM";43106;2009;61,8
"COM";43106;2010;62
"COM";43106;2011;62,3
"COM";43106;2012;62,4
"CPV";43106;2000;61,8
"CPV";43106;2005;63,7
"CPV";43106;2006;64,1
"CPV";43106;2007;64,5
"CPV";43106;2009;65,3
"CPV";43106;2010;65,7
"CPV";43106;2011;66,2
"CPV";43106;2012;66,8
"CRI";43106;2000;60,5
"CRI";43106;2005;64,3
"CRI";43106;2006;64,3
"CRI";43106;2007;65,4
"CRI";43106;2009;63,9
"CRI";43106;2010;64,3
"CRI";43106;2011;64,2
"CRI";43106;2012;64
"CUB";43106;2000;55
"CUB";43106;2005;56,3
"CUB";43106;2006;56,6
"CUB";43106;2007;57,3
"CUB";43106;2009;58,9
"CUB";43106;2010;58,5
"CUB";43106;2011;58,5
"CUB";43106;2012;58,4
"CYP";43106;2000;62,9
"CYP";43106;2005;65,8
"CYP";43106;2006;66,4
"CYP";43106;2007;67,5
"CYP";43106;2009;66,7
"CYP";43106;2010;66,7
"CYP";43106;2011;65,5
"CYP";43106;2012;62,4
"CZE";43106;2000;58,9
"CZE";43106;2005;59,8
"CZE";43106;2006;60,1
"CZE";43106;2007;60,8
"CZE";43106;2009;59,9
"CZE";43106;2010;59,4
"CZE";43106;2011;59,6
"CZE";43106;2012;59,3
"DEU";43106;2000;54,6
"DEU";43106;2005;53,5
"DEU";43106;2006;54,2
"DEU";43106;2007;55,4
"DEU";43106;2009;56,2
"DEU";43106;2010;56,6
"DEU";43106;2011;57,8
"DEU";43106;2012;58
"DNK";43106;2000;62,1
"DNK";43106;2005;62,8
"DNK";43106;2006;63,6
"DNK";43106;2007;63,1
"DNK";43106;2009;61,3
"DNK";43106;2010;59,9
"DNK";43106;2011;59,5
"DNK";43106;2012;59,2
"DOM";43106;2000;60,7
"DOM";43106;2005;59,4
"DOM";43106;2006;60,4
"DOM";43106;2007;61,7
"DOM";43106;2009;61,4
"DOM";43106;2010;62,7
"DOM";43106;2011;62,4
"DOM";43106;2012;63,2
"DZA";43106;2000;37,7
"DZA";43106;2005;43,3
"DZA";43106;2006;44,2
"DZA";43106;2007;43,8
"DZA";43106;2009;45,3
"DZA";43106;2010;45,7
"DZA";43106;2011;45,7
"DZA";43106;2012;45,4
"ECU";43106;2000;68,7
"ECU";43106;2005;72,2
"ECU";43106;2006;73,1
"ECU";43106;2007;72,4
"ECU";43106;2009;70,7
"ECU";43106;2010;71,8
"ECU";43106;2011;72,5
"ECU";43106;2012;72,2
"EGY";43106;2000;51,1
"EGY";43106;2005;51
"EGY";43106;2006;50,7
"EGY";43106;2007;52,4
"EGY";43106;2009;52,1
"EGY";43106;2010;52,2
"EGY";43106;2011;51,3
"EGY";43106;2012;51,2
"ERI";43106;2000;79,3
"ERI";43106;2005;82,4
"ERI";43106;2006;82,7
"ERI";43106;2007;82,9
"ERI";43106;2009;83,3
"ERI";43106;2010;83,4
"ERI";43106;2011;83,4
"ERI";43106;2012;83,9
"ESP";43106;2000;47,9
"ESP";43106;2005;53,4
"ESP";43106;2006;54,5
"ESP";43106;2007;55,2
"ESP";43106;2009;51,2
"ESP";43106;2010;50,4
"ESP";43106;2011;49,8
"ESP";43106;2012;47,9
"EST";43106;2000;55,7
"EST";43106;2005;59,5
"EST";43106;2006;62,5
"EST";43106;2007;62,9
"EST";43106;2009;57,8
"EST";43106;2010;55,9
"EST";43106;2011;58,9
"EST";43106;2012;59,4
"ETH";43106;2000;78
"ETH";43106;2005;83,8
"ETH";43106;2006;83,9
"ETH";43106;2007;84
"ETH";43106;2009;84,1
"ETH";43106;2010;84,2
"ETH";43106;2011;84,2
"ETH";43106;2012;84,1
"FIN";43106;2000;58,1
"FIN";43106;2005;58,3
"FIN";43106;2006;59
"FIN";43106;2007;59,4
"FIN";43106;2009;58,4
"FIN";43106;2010;57,7
"FIN";43106;2011;57,9
"FIN";43106;2012;57,6
"FJI";43106;2000;63,2
"FJI";43106;2005;63,5
"FJI";43106;2006;63,4
"FJI";43106;2007;63,2
"FJI";43106;2009;63
"FJI";43106;2010;62,9
"FJI";43106;2011;62,9
"FJI";43106;2012;56,3
"FRA";43106;2000;53,6
"FRA";43106;2005;54,9
"FRA";43106;2006;54,9
"FRA";43106;2007;55,3
"FRA";43106;2009;54,9
"FRA";43106;2010;54,7
"FRA";43106;2011;54,6
"FRA";43106;2012;54,4
"GAB";43106;2000;66,7
"GAB";43106;2005;67,1
"GAB";43106;2006;67,3
"GAB";43106;2007;67,4
"GAB";43106;2009;67,7
"GAB";43106;2010;67,7
"GAB";43106;2011;67,8
"GAB";43106;2012;63,2
"GBR";43106;2000;58,5
"GBR";43106;2005;59,6
"GBR";43106;2006;59,8
"GBR";43106;2007;59,8
"GBR";43106;2009;59
"GBR";43106;2010;58,8
"GBR";43106;2011;58,9
"GBR";43106;2012;59,1
"GEO";43106;2000;63,6
"GEO";43106;2005;62,9
"GEO";43106;2006;63,1
"GEO";43106;2007;63,5
"GEO";43106;2009;61,3
"GEO";43106;2010;61,6
"GEO";43106;2011;62,3
"GEO";43106;2012;62,4
"GHA";43106;2000;78,3
"GHA";43106;2005;82,1
"GHA";43106;2006;81,2
"GHA";43106;2007;81,3
"GHA";43106;2009;81,4
"GHA";43106;2010;81,5
"GHA";43106;2011;81,5
"GHA";43106;2012;81,6
"GIN";43106;2000;77,9
"GIN";43106;2005;78,2
"GIN";43106;2006;78,4
"GIN";43106;2007;78,5
"GIN";43106;2009;78,9
"GIN";43106;2010;79
"GIN";43106;2011;79,1
"GIN";43106;2012;79
"GMB";43106;2000;79,7
"GMB";43106;2005;79,9
"GMB";43106;2006;79,9
"GMB";43106;2007;80
"GMB";43106;2009;80,2
"GMB";43106;2010;80,3
"GMB";43106;2011;80,4
"GMB";43106;2012;80,4
"GNB";43106;2000;75,1
"GNB";43106;2005;76,5
"GNB";43106;2006;76,7
"GNB";43106;2007;76,9
"GNB";43106;2009;77,2
"GNB";43106;2010;77,3
"GNB";43106;2011;77,4
"GNB";43106;2012;77,8
"GNQ";43106;2000;85,3
"GNQ";43106;2005;86,1
"GNQ";43106;2006;86,1
"GNQ";43106;2007;86,3
"GNQ";43106;2009;86,4
"GNQ";43106;2010;86,4
"GNQ";43106;2011;86,4
"GNQ";43106;2012;86,5
"GRC";43106;2000;50,4
"GRC";43106;2005;52
"GRC";43106;2006;52,8
"GRC";43106;2007;53
"GRC";43106;2009;52,8
"GRC";43106;2010;51,4
"GRC";43106;2011;48,2
"GRC";43106;2012;43,8
"GTM";43106;2000;66,5
"GTM";43106;2005;67,5
